Order_ID,Order_Date,City,State,Zone,Distance_km,Package_Weight_kg,Service_Type,Payment_Mode,Customer_Segment,Courier_Partner,Traffic_Level,Weather,Promised_Delivery_Hrs,Actual_Delivery_Hrs,Delay_Hrs,On_Time_Flag,Last_Mile_Status,Customer_Rating
ORD004031,2026-01-29,Surat,GJ,North,12.4,0.66,Express,Prepaid,Returning,XpressBees,Medium,Storm,11,19.4,8.4,No,Delivered,4
ORD004032,2026-01-27,Surat,GJ,Central,0.5,0.88,Standard,Prepaid,Returning,Delhivery,Low,Clear,23,24.4,1.4,No,Delivered,5
ORD004033,2026-01-03,Chennai,TN,West,9.9,1.04,Standard,Prepaid,Returning,Delhivery,High,Rain,48,52.9,4.9,No,Delivered,4
ORD004034,2026-03-04,Chennai,TN,North,6.0,1.35,Standard,COD,New,DTDC,Severe,Clear,33,38.8,5.8,No,Delivered,4
ORD004035,2025-12-19,Jaipur,RJ,South,2.5,0.68,Express,Prepaid,Returning,Delhivery,Medium,Clear,7,7.7,0.7,No,Delivered,5
ORD004036,2026-02-11,Mumbai,MH,North,6.2,0.51,Standard,Prepaid,New,EcomExpress,Low,Clear,38,39.5,1.5,No,Delivered,4
ORD004037,2026-02-23,Kochi,KL,North,10.4,0.31,Express,COD,Returning,Shadowfax,Medium,Clear,7,9.3,2.3,No,Delivered,5
ORD004038,2026-01-10,Nagpur,MH,West,13.3,1.73,Express,Prepaid,New,Delhivery,Severe,Clear,9,16.5,7.5,No,Delivered,4
ORD004039,2026-01-25,Kolkata,WB,South,2.1,1.95,Standard,Prepaid,Returning,AmazonLogistics,Medium,Clear,27,27.8,0.8,No,Delivered,4
ORD004040,2026-01-15,Ahmedabad,GJ,West,10.0,0.33,Standard,Prepaid,Returning,AmazonLogistics,Low,Clear,26,27.2,1.2,No,Delivered,3
ORD004041,2025-12-10,Kolkata,WB,East,15.4,1.16,Express,Prepaid,Returning,AmazonLogistics,Severe,Rain,21,27.1,6.1,No,Delivered,4
ORD004042,2025-12-18,Kochi,KL,North,14.8,0.88,Express,Prepaid,Returning,Delhivery,Medium,Clear,11,13.4,2.4,No,Delivered,4
ORD004043,2025-12-31,Patna,BR,Central,0.5,2.29,Standard,Prepaid,VIP,BlueDart,Medium,Clear,40,39.3,-0.7,Yes,Delivered,4
ORD004044,2026-01-31,Delhi,DL,South,16.2,0.97,Standard,COD,Returning,AmazonLogistics,Severe,Clear,32,39.7,7.7,No,Delivered,3
ORD004045,2026-02-14,Jaipur,RJ,North,11.3,1.53,Standard,Prepaid,Returning,BlueDart,Severe,Clear,18,22.4,4.4,No,Delivered,4
ORD004046,2026-01-24,Mumbai,MH,East,0.5,0.86,Standard,Prepaid,New,DTDC,Medium,Clear,12,13.7,1.7,No,Delivered,4
ORD004047,2026-02-04,Lucknow,UP,North,4.4,0.73,Standard,Prepaid,Returning,XpressBees,Medium,Heatwave,12,12.8,0.8,No,Delivered,4
ORD004048,2026-01-27,Hyderabad,TG,West,12.5,1.75,Express,Prepaid,Returning,BlueDart,Medium,Clear,9,9.7,0.7,No,Delivered,4
ORD004049,2026-02-04,Kolkata,WB,West,8.9,2.11,Standard,Prepaid,Returning,EcomExpress,Medium,Clear,40,42.0,2.0,No,Delivered,4
ORD004050,2025-12-29,Lucknow,UP,North,5.2,0.52,Express,Prepaid,Returning,XpressBees,Medium,Clear,16,17.6,1.6,No,Reattempted,5
ORD004051,2025-12-20,Kolkata,WB,East,7.8,2.19,Standard,COD,Returning,Delhivery,Medium,Clear,25,28.0,3.0,No,Delivered,4
ORD004052,2026-02-07,Ahmedabad,GJ,North,9.7,0.62,Express,Prepaid,VIP,AmazonLogistics,High,Rain,16,23.2,7.2,No,Reattempted,4
ORD004053,2026-01-26,Patna,BR,East,5.2,0.27,SameDay,COD,New,XpressBees,High,Storm,6,11.0,5.0,No,Delivered,4
ORD004054,2026-01-01,Bhopal,MP,North,7.0,1.11,Standard,COD,Returning,Delhivery,Severe,Clear,24,30.7,6.7,No,Delivered,4
ORD004055,2025-12-18,Mumbai,MH,North,11.1,1.5,Standard,Prepaid,Returning,DTDC,High,Clear,31,35.8,4.8,No,Delivered,5
ORD004056,2026-01-14,Ahmedabad,GJ,South,4.7,0.45,Standard,COD,New,BlueDart,Low,Rain,27,29.0,2.0,No,Delivered,4
ORD004057,2026-01-23,Bhopal,MP,East,2.1,0.34,Standard,COD,New,EcomExpress,Medium,Clear,18,19.5,1.5,No,Delivered,3
ORD004058,2025-12-18,Surat,GJ,North,5.0,0.82,Express,Prepaid,Returning,Ekart,Medium,Clear,6,9.1,3.1,No,Delivered,5
ORD004059,2026-03-02,Hyderabad,TG,East,3.9,0.76,Express,Prepaid,New,DTDC,Medium,Rain,13,16.6,3.6,No,Delivered,4
ORD004060,2026-02-08,Indore,MP,North,5.1,2.51,Express,Prepaid,Returning,XpressBees,Low,Rain,14,16.6,2.6,No,Delivered,4
ORD004061,2026-02-07,Delhi,DL,South,0.6,1.11,SameDay,Prepaid,New,AmazonLogistics,High,Clear,8,8.6,0.6,No,Delivered,4
ORD004062,2025-12-20,Mumbai,MH,South,8.4,1.72,Standard,COD,New,XpressBees,Medium,Fog,44,48.1,4.1,No,Delivered,4
ORD004063,2026-02-12,Nagpur,MH,North,11.0,1.25,Standard,Prepaid,Returning,Shadowfax,Low,Clear,48,48.1,0.1,No,Delivered,5
ORD004064,2026-01-27,Surat,GJ,Central,4.3,2.83,Standard,Prepaid,New,EcomExpress,Medium,Clear,15,17.8,2.8,No,Delivered,4
ORD004065,2026-02-04,Patna,BR,South,4.9,0.65,Express,Prepaid,New,Delhivery,Severe,Rain,11,16.6,5.6,No,RTO,3
ORD004066,2026-02-18,Kolkata,WB,West,6.8,1.05,Standard,COD,Returning,BlueDart,High,Rain,45,48.8,3.8,No,Delivered,5
ORD004067,2026-01-21,Chandigarh,CH,West,3.9,0.43,Standard,Prepaid,Returning,Shadowfax,Low,Rain,26,28.7,2.7,No,Delivered,4
ORD004068,2026-01-27,Jaipur,RJ,South,11.4,1.8,SameDay,Prepaid,Returning,DTDC,Medium,Rain,4,7.6,3.6,No,Delivered,4
ORD004069,2025-12-15,Coimbatore,TN,West,3.9,2.16,Standard,Prepaid,Returning,Shadowfax,Severe,Rain,48,56.1,8.1,No,Delivered,4
ORD004070,2026-01-29,Delhi,DL,East,5.4,1.87,Standard,COD,Returning,XpressBees,Low,Fog,19,23.0,4.0,No,Delivered,4
ORD004071,2026-02-24,Pune,MH,West,4.4,1.03,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,44,46.6,2.6,No,Delivered,5
ORD004072,2026-02-23,Patna,BR,South,11.5,0.45,Standard,Prepaid,Returning,Ekart,High,Clear,16,20.2,4.2,No,Delivered,5
ORD004073,2025-12-20,Bhopal,MP,West,6.6,1.05,Standard,Prepaid,Returning,EcomExpress,High,Rain,19,24.9,5.9,No,Delivered,4
ORD004074,2026-03-05,Gurgaon,HR,West,15.5,0.74,Standard,Prepaid,New,Ekart,Low,Clear,18,21.1,3.1,No,Delivered,4
ORD004075,2026-01-11,Kolkata,WB,South,8.9,1.92,Standard,Prepaid,Returning,AmazonLogistics,Severe,Rain,50,56.3,6.3,No,Delivered,4
ORD004076,2025-12-22,Mumbai,MH,West,12.1,0.86,Express,COD,Returning,Delhivery,Medium,Clear,12,14.0,2.0,No,Delivered,4
ORD004077,2026-01-24,Noida,UP,South,6.2,0.84,Standard,COD,Returning,EcomExpress,Low,Clear,23,24.6,1.6,No,Delivered,5
ORD004078,2026-01-17,Nagpur,MH,West,3.7,4.07,Express,Prepaid,New,EcomExpress,Low,Rain,16,18.7,2.7,No,Delivered,5
ORD004079,2026-01-13,Hyderabad,TG,Central,7.4,1.79,Express,COD,New,DTDC,Medium,Rain,18,20.8,2.8,No,Delivered,4
ORD004080,2026-01-06,Patna,BR,Central,4.8,2.11,Express,Prepaid,New,XpressBees,Low,Clear,10,8.6,-1.4,Yes,Delivered,4
ORD004081,2026-02-12,Gurgaon,HR,East,0.5,0.81,Express,Prepaid,New,Shadowfax,High,Clear,11,12.0,1.0,No,Delivered,4
ORD004082,2025-12-11,Chennai,TN,West,11.6,0.57,Standard,Prepaid,Returning,AmazonLogistics,High,Rain,48,50.7,2.7,No,Delivered,3
ORD004083,2026-01-16,Patna,BR,West,7.6,2.1,Standard,Prepaid,Returning,EcomExpress,Low,Storm,20,24.3,4.3,No,Delivered,4
ORD004084,2026-01-07,Patna,BR,North,4.7,2.71,Standard,Prepaid,New,BlueDart,High,Clear,40,41.7,1.7,No,Delivered,5
ORD004085,2026-02-05,Surat,GJ,South,9.0,0.51,Standard,Prepaid,Returning,AmazonLogistics,Severe,Clear,39,43.6,4.6,No,Delivered,4
ORD004086,2026-02-06,Nagpur,MH,North,7.7,0.81,Express,Prepaid,Returning,Ekart,Low,Clear,14,16.2,2.2,No,Delivered,5
ORD004087,2026-02-28,Chennai,TN,North,13.1,0.64,Standard,COD,New,AmazonLogistics,High,Clear,42,46.4,4.4,No,Delivered,4
ORD004088,2026-02-20,Gurgaon,HR,Central,9.2,1.48,Standard,Prepaid,New,EcomExpress,Severe,Clear,47,52.9,5.9,No,Delivered,3
ORD004089,2026-02-26,Noida,UP,East,6.9,2.12,Standard,Prepaid,Returning,Delhivery,High,Fog,19,25.7,6.7,No,Delivered,4
ORD004090,2026-02-17,Noida,UP,South,10.3,0.89,Express,Prepaid,Returning,EcomExpress,Medium,Clear,8,10.1,2.1,No,Delivered,4
ORD004091,2026-02-02,Coimbatore,TN,North,7.4,0.88,Standard,COD,Returning,BlueDart,Severe,Clear,22,24.0,2.0,No,Delivered,5
ORD004092,2025-12-06,Mumbai,MH,West,8.2,0.34,Standard,Prepaid,New,EcomExpress,High,Clear,28,29.5,1.5,No,Delivered,4
ORD004093,2026-02-20,Ahmedabad,GJ,South,12.4,0.62,Express,Prepaid,Returning,Ekart,Medium,Clear,17,20.3,3.3,No,Delivered,4
ORD004094,2026-01-09,Jaipur,RJ,East,2.8,2.73,Express,COD,Returning,DTDC,Medium,Clear,12,14.6,2.6,No,Delivered,4
ORD004095,2026-01-07,Noida,UP,Central,4.0,1.49,Standard,Prepaid,Returning,BlueDart,Medium,Clear,34,35.9,1.9,No,Delivered,5
ORD004096,2026-03-01,Surat,GJ,South,5.8,1.93,Standard,COD,Returning,EcomExpress,Medium,Clear,39,44.9,5.9,No,Delivered,5
ORD004097,2026-01-20,Surat,GJ,North,6.4,0.89,Express,Prepaid,New,BlueDart,Medium,Rain,7,10.5,3.5,No,Delivered,4
ORD004098,2026-01-24,Delhi,DL,North,12.1,0.94,Standard,COD,VIP,Shadowfax,Low,Clear,25,27.2,2.2,No,Delivered,4
ORD004099,2026-01-03,Patna,BR,North,1.8,1.12,SameDay,Prepaid,Returning,DTDC,High,Clear,6,9.4,3.4,No,Delivered,5
ORD004100,2026-03-04,Kolkata,WB,South,7.4,1.34,Express,COD,VIP,Delhivery,High,Heatwave,13,16.4,3.4,No,Delivered,5
ORD004101,2026-01-08,Pune,MH,North,5.3,2.52,Express,Prepaid,New,AmazonLogistics,Medium,Clear,16,18.0,2.0,No,Delivered,4
ORD004102,2026-01-05,Noida,UP,North,14.3,0.74,Express,Prepaid,Returning,Delhivery,Medium,Clear,14,16.7,2.7,No,Delivered,4
ORD004103,2026-02-12,Bangalore,KA,North,11.0,1.02,SameDay,COD,Returning,EcomExpress,Low,Fog,5,11.6,6.6,No,Delivered,3
ORD004104,2026-01-10,Mumbai,MH,North,8.5,0.69,Standard,Prepaid,New,Ekart,Low,Clear,17,16.5,-0.5,Yes,Delivered,5
ORD004105,2026-02-28,Pune,MH,West,11.4,0.34,Standard,Prepaid,Returning,EcomExpress,High,Clear,19,23.0,4.0,No,Delivered,3
ORD004106,2026-01-15,Lucknow,UP,North,2.2,1.92,Express,Prepaid,New,Delhivery,Low,Rain,8,9.6,1.6,No,Delivered,4
ORD004107,2026-02-04,Delhi,DL,East,15.6,3.15,Standard,Prepaid,New,XpressBees,Severe,Clear,22,27.0,5.0,No,Delivered,4
ORD004108,2026-02-20,Bhopal,MP,North,4.1,1.75,Express,Prepaid,New,BlueDart,Medium,Heatwave,17,19.7,2.7,No,Delivered,4
ORD004109,2026-03-03,Surat,GJ,North,12.5,1.27,Standard,Prepaid,VIP,Delhivery,Low,Clear,38,39.5,1.5,No,Delivered,4
ORD004110,2025-12-31,Kolkata,WB,North,9.7,3.36,Standard,Prepaid,VIP,Delhivery,High,Clear,19,24.3,5.3,No,Delivered,4
ORD004111,2026-01-06,Mumbai,MH,West,8.6,1.46,Standard,Prepaid,Returning,Delhivery,Medium,Clear,20,21.5,1.5,No,Delivered,5
ORD004112,2026-01-13,Lucknow,UP,North,12.4,1.79,Express,COD,Returning,Shadowfax,Medium,Clear,10,12.7,2.7,No,Delivered,5
ORD004113,2026-01-17,Bangalore,KA,South,11.5,1.2,Standard,Prepaid,New,EcomExpress,Low,Clear,42,46.3,4.3,No,Delivered,4
ORD004114,2026-02-14,Noida,UP,North,7.9,1.32,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,18,19.2,1.2,No,Delivered,3
ORD004115,2026-03-04,Chennai,TN,Central,5.8,1.02,Standard,Prepaid,VIP,AmazonLogistics,Medium,Clear,46,46.2,0.2,No,Delivered,5
ORD004116,2026-01-04,Lucknow,UP,North,8.0,1.82,Standard,Prepaid,Returning,Delhivery,High,Clear,45,44.8,-0.2,Yes,Delivered,4
ORD004117,2025-12-05,Mumbai,MH,South,7.1,0.57,Express,Prepaid,Returning,EcomExpress,High,Clear,18,21.0,3.0,No,Delivered,4
ORD004118,2026-01-11,Delhi,DL,East,8.9,1.42,SameDay,Prepaid,New,Delhivery,High,Clear,9,13.4,4.4,No,Delivered,3
ORD004119,2025-12-13,Hyderabad,TG,North,11.6,0.66,Express,Prepaid,Returning,EcomExpress,High,Rain,12,18.3,6.3,No,Delivered,4
ORD004120,2026-02-23,Pune,MH,North,9.4,1.5,Standard,COD,VIP,EcomExpress,High,Clear,19,23.5,4.5,No,NDR_Pending,2
ORD004121,2026-02-13,Coimbatore,TN,East,8.2,4.65,Standard,Prepaid,VIP,AmazonLogistics,High,Rain,37,40.6,3.6,No,Delivered,4
ORD004122,2026-01-06,Gurgaon,HR,North,4.9,1.68,SameDay,Prepaid,Returning,BlueDart,Medium,Clear,6,7.0,1.0,No,Delivered,5
ORD004123,2026-01-13,Noida,UP,North,8.8,2.24,Express,Prepaid,New,Shadowfax,High,Clear,16,19.0,3.0,No,Delivered,4
ORD004124,2026-01-23,Chennai,TN,South,0.7,1.9,Express,Prepaid,VIP,DTDC,High,Heatwave,9,12.7,3.7,No,Delivered,4
ORD004125,2026-02-09,Patna,BR,North,4.3,0.27,Standard,Prepaid,Returning,AmazonLogistics,Low,Heatwave,30,31.1,1.1,No,Delivered,3
ORD004126,2025-12-11,Surat,GJ,East,9.9,1.02,Standard,Prepaid,New,EcomExpress,High,Clear,34,37.4,3.4,No,Delivered,3
ORD004127,2026-01-08,Mumbai,MH,West,11.0,1.45,Standard,COD,New,EcomExpress,Medium,Clear,23,26.2,3.2,No,Delivered,4
ORD004128,2026-03-01,Pune,MH,West,7.4,0.32,Standard,Prepaid,Returning,Ekart,Medium,Fog,42,46.2,4.2,No,Delivered,5
ORD004129,2026-01-10,Surat,GJ,North,8.3,0.93,Standard,Prepaid,Returning,EcomExpress,Low,Clear,34,34.6,0.6,No,Delivered,5
ORD004130,2026-02-03,Jaipur,RJ,West,9.0,1.05,Express,COD,VIP,DTDC,Low,Clear,9,11.4,2.4,No,Delivered,4
ORD004131,2025-12-28,Mumbai,MH,West,10.2,0.53,Standard,COD,VIP,DTDC,Low,Clear,31,31.9,0.9,No,Reattempted,4
ORD004132,2026-03-02,Gurgaon,HR,North,6.7,0.62,Standard,Prepaid,Returning,Shadowfax,Low,Clear,23,24.3,1.3,No,NDR_Pending,4
ORD004133,2026-01-31,Coimbatore,TN,East,3.6,2.47,Express,Prepaid,VIP,EcomExpress,Low,Rain,6,7.3,1.3,No,Delivered,5
ORD004134,2026-02-16,Surat,GJ,West,9.0,0.13,SameDay,Prepaid,New,Delhivery,Low,Rain,5,8.2,3.2,No,Delivered,4
ORD004135,2026-03-05,Noida,UP,East,15.3,1.3,Standard,Prepaid,New,Shadowfax,Medium,Clear,18,21.5,3.5,No,Delivered,3
ORD004136,2026-02-12,Noida,UP,North,3.8,2.22,Standard,Prepaid,New,Shadowfax,Medium,Clear,17,17.4,0.4,No,Delivered,5
ORD004137,2025-12-22,Noida,UP,North,7.0,1.09,Express,Prepaid,Returning,AmazonLogistics,Severe,Clear,16,21.5,5.5,No,Delivered,4
ORD004138,2025-12-17,Chennai,TN,West,6.0,2.57,SameDay,COD,VIP,DTDC,High,Rain,9,17.1,8.1,No,RTO,2
ORD004139,2026-01-01,Chandigarh,CH,East,17.2,0.86,Express,Prepaid,Returning,Ekart,Low,Heatwave,15,17.5,2.5,No,Delivered,4
ORD004140,2026-01-18,Surat,GJ,South,3.7,0.64,Standard,COD,VIP,Ekart,Medium,Clear,45,47.0,2.0,No,Delivered,5
ORD004141,2026-01-03,Coimbatore,TN,North,6.9,1.1,Express,Prepaid,Returning,DTDC,Medium,Rain,16,21.5,5.5,No,Delivered,4
ORD004142,2025-12-06,Chandigarh,CH,East,6.0,0.88,Express,Prepaid,Returning,Delhivery,Medium,Clear,8,7.7,-0.3,Yes,Delivered,5
ORD004143,2025-12-15,Bangalore,KA,North,2.5,0.78,Standard,COD,New,BlueDart,Medium,Clear,22,23.6,1.6,No,Delivered,5
ORD004144,2026-01-25,Jaipur,RJ,South,2.3,0.99,Standard,Prepaid,Returning,XpressBees,High,Clear,40,42.6,2.6,No,Delivered,4
ORD004145,2025-12-06,Delhi,DL,West,9.8,0.69,Express,Prepaid,Returning,XpressBees,High,Clear,19,24.0,5.0,No,Delivered,3
ORD004146,2026-03-02,Chennai,TN,North,10.3,0.67,Express,Prepaid,Returning,EcomExpress,Medium,Clear,10,12.2,2.2,No,Delivered,4
ORD004147,2025-12-29,Jaipur,RJ,North,5.3,0.56,Standard,Prepaid,New,XpressBees,High,Fog,24,30.1,6.1,No,Delivered,4
ORD004148,2026-01-09,Chandigarh,CH,North,13.1,1.42,Express,COD,New,BlueDart,Medium,Clear,10,11.8,1.8,No,Delivered,5
ORD004149,2025-12-31,Chandigarh,CH,East,0.5,0.61,Express,Prepaid,Returning,EcomExpress,High,Clear,12,15.8,3.8,No,Delivered,4
ORD004150,2026-01-05,Ahmedabad,GJ,South,2.5,0.52,Standard,COD,Returning,AmazonLogistics,Severe,Fog,18,23.2,5.2,No,Delivered,3
ORD004151,2026-02-01,Kolkata,WB,West,4.2,0.58,Standard,Prepaid,Returning,BlueDart,Medium,Rain,24,28.0,4.0,No,Delivered,5
ORD004152,2025-12-31,Surat,GJ,Central,7.5,1.25,Standard,COD,VIP,Shadowfax,High,Clear,20,24.0,4.0,No,Delivered,4
ORD004153,2026-01-19,Gurgaon,HR,West,5.7,1.65,SameDay,Prepaid,Returning,XpressBees,High,Clear,9,9.6,0.6,No,Delivered,4
ORD004154,2026-01-26,Noida,UP,South,6.7,1.73,Standard,Prepaid,New,XpressBees,Medium,Fog,30,34.4,4.4,No,RTO,2
ORD004155,2026-02-18,Hyderabad,TG,South,9.4,1.26,Express,COD,Returning,EcomExpress,Low,Clear,7,9.9,2.9,No,NDR_Pending,4
ORD004156,2026-02-25,Bangalore,KA,South,13.3,1.52,Standard,Prepaid,Returning,XpressBees,High,Clear,33,35.9,2.9,No,Delivered,4
ORD004157,2025-12-26,Coimbatore,TN,West,10.7,1.07,Express,Prepaid,Returning,EcomExpress,Medium,Clear,8,9.5,1.5,No,RTO,4
ORD004158,2026-01-27,Kolkata,WB,Central,7.7,1.45,SameDay,COD,Returning,XpressBees,Medium,Clear,4,7.0,3.0,No,Delivered,5
ORD004159,2025-12-12,Bangalore,KA,East,7.2,1.44,SameDay,Prepaid,Returning,Delhivery,High,Rain,8,12.6,4.6,No,NDR_Pending,3
ORD004160,2026-02-11,Mumbai,MH,South,11.9,0.71,Express,Prepaid,New,Ekart,Medium,Fog,17,22.2,5.2,No,Delivered,4
ORD004161,2026-01-11,Jaipur,RJ,South,15.0,0.58,Standard,Prepaid,New,AmazonLogistics,Low,Clear,46,47.2,1.2,No,Delivered,4
ORD004162,2026-01-07,Ahmedabad,GJ,East,10.1,2.49,Standard,COD,Returning,BlueDart,Severe,Storm,30,37.4,7.4,No,Reattempted,4
ORD004163,2026-02-19,Indore,MP,North,5.5,1.19,Standard,Prepaid,Returning,EcomExpress,Medium,Clear,36,40.7,4.7,No,Delivered,4
ORD004164,2026-01-07,Hyderabad,TG,East,8.5,2.08,Express,Prepaid,Returning,BlueDart,Medium,Rain,15,18.1,3.1,No,Delivered,3
ORD004165,2025-12-31,Coimbatore,TN,North,9.8,0.57,Standard,Prepaid,Returning,DTDC,High,Clear,41,45.2,4.2,No,Delivered,4
ORD004166,2025-12-26,Kochi,KL,West,5.3,0.87,Standard,Prepaid,New,XpressBees,Low,Clear,29,32.3,3.3,No,Delivered,4
ORD004167,2026-02-04,Lucknow,UP,East,11.0,0.48,Standard,Prepaid,Returning,DTDC,High,Clear,32,37.2,5.2,No,Delivered,3
ORD004168,2025-12-13,Bangalore,KA,South,8.6,1.63,Express,COD,Returning,Ekart,High,Rain,14,20.7,6.7,No,Delivered,3
ORD004169,2026-02-26,Surat,GJ,North,12.2,0.76,Standard,COD,Returning,Shadowfax,Medium,Clear,19,23.4,4.4,No,RTO,3
ORD004170,2026-02-19,Kochi,KL,East,3.6,0.79,Standard,COD,Returning,DTDC,Medium,Clear,27,30.1,3.1,No,Delivered,3
ORD004171,2025-12-14,Ahmedabad,GJ,South,0.5,3.57,Standard,COD,Returning,Shadowfax,Severe,Clear,25,30.3,5.3,No,Delivered,4
ORD004172,2026-02-09,Chennai,TN,South,5.9,1.65,Standard,Prepaid,Returning,XpressBees,Severe,Clear,36,41.7,5.7,No,Delivered,4
ORD004173,2025-12-05,Surat,GJ,South,7.6,1.64,Express,Prepaid,New,Shadowfax,Low,Clear,16,16.9,0.9,No,Delivered,4
ORD004174,2025-12-16,Ahmedabad,GJ,South,0.5,0.54,Express,Prepaid,Returning,AmazonLogistics,Medium,Clear,15,16.8,1.8,No,Delivered,4
ORD004175,2026-01-30,Jaipur,RJ,West,5.1,0.36,Express,Prepaid,Returning,Delhivery,Medium,Clear,16,18.5,2.5,No,NDR_Pending,3
ORD004176,2026-01-22,Kolkata,WB,North,12.6,1.98,Standard,Prepaid,Returning,EcomExpress,Severe,Fog,22,27.2,5.2,No,Delivered,3
ORD004177,2026-02-17,Kolkata,WB,South,9.6,0.29,Standard,Prepaid,New,EcomExpress,High,Rain,23,29.6,6.6,No,Delivered,3
ORD004178,2026-01-30,Coimbatore,TN,East,8.1,0.82,Express,COD,New,Ekart,Medium,Clear,10,11.8,1.8,No,Delivered,4
ORD004179,2025-12-10,Lucknow,UP,North,3.3,0.68,Standard,Prepaid,Returning,Shadowfax,Severe,Clear,41,45.7,4.7,No,Delivered,4
ORD004180,2026-02-21,Lucknow,UP,South,12.5,0.63,Express,Prepaid,Returning,BlueDart,Medium,Clear,10,10.2,0.2,No,Delivered,4
ORD004181,2026-01-03,Kochi,KL,West,5.8,0.85,SameDay,COD,Returning,BlueDart,Medium,Clear,5,6.2,1.2,No,Delivered,4
ORD004182,2025-12-17,Ahmedabad,GJ,East,7.9,0.59,Standard,Prepaid,Returning,Shadowfax,High,Fog,16,21.2,5.2,No,Delivered,4
ORD004183,2026-01-10,Delhi,DL,West,9.1,0.53,Express,Prepaid,Returning,AmazonLogistics,Medium,Clear,16,18.2,2.2,No,Delivered,3
ORD004184,2025-12-15,Chandigarh,CH,East,8.2,1.29,Standard,Prepaid,Returning,Ekart,High,Fog,36,41.1,5.1,No,Delivered,4
ORD004185,2025-12-27,Pune,MH,North,13.5,2.1,Standard,Prepaid,VIP,AmazonLogistics,Medium,Clear,41,40.5,-0.5,Yes,Delivered,5
ORD004186,2025-12-28,Indore,MP,South,9.8,0.39,Standard,Prepaid,VIP,AmazonLogistics,High,Storm,36,41.9,5.9,No,Delivered,4
ORD004187,2026-02-26,Chennai,TN,Central,8.9,1.24,Express,COD,New,EcomExpress,Severe,Rain,12,19.3,7.3,No,Delivered,4
ORD004188,2025-12-26,Hyderabad,TG,East,7.2,1.53,SameDay,COD,Returning,EcomExpress,Medium,Rain,7,12.3,5.3,No,Delivered,3
ORD004189,2026-01-25,Mumbai,MH,West,9.2,1.44,Standard,COD,VIP,XpressBees,Medium,Heatwave,42,46.0,4.0,No,Delivered,4
ORD004190,2025-12-18,Gurgaon,HR,South,6.7,0.97,Express,COD,New,XpressBees,High,Clear,12,15.2,3.2,No,Delivered,4
ORD004191,2025-12-16,Jaipur,RJ,South,8.3,0.77,Standard,Prepaid,New,EcomExpress,Low,Clear,31,32.8,1.8,No,Delivered,4
ORD004192,2026-02-22,Kolkata,WB,North,6.1,1.74,Standard,COD,VIP,AmazonLogistics,High,Clear,42,47.4,5.4,No,Delivered,4
ORD004193,2026-01-09,Coimbatore,TN,East,5.5,1.35,Express,Prepaid,Returning,EcomExpress,High,Rain,8,14.5,6.5,No,Delivered,3
ORD004194,2026-03-05,Mumbai,MH,East,3.8,0.35,Express,Prepaid,VIP,EcomExpress,Low,Fog,14,14.8,0.8,No,Delivered,5
ORD004195,2025-12-25,Indore,MP,South,6.4,0.97,Express,COD,Returning,EcomExpress,High,Clear,15,22.0,7.0,No,Delivered,3
ORD004196,2026-02-02,Lucknow,UP,North,6.2,1.14,SameDay,Prepaid,Returning,AmazonLogistics,Medium,Rain,5,9.4,4.4,No,Delivered,3
ORD004197,2025-12-06,Indore,MP,South,14.8,0.57,Standard,Prepaid,Returning,DTDC,Low,Clear,34,38.4,4.4,No,Delivered,4
ORD004198,2026-02-11,Delhi,DL,North,11.5,0.95,Standard,COD,Returning,Shadowfax,Medium,Clear,31,32.2,1.2,No,Delivered,5
ORD004199,2026-02-21,Noida,UP,West,7.0,1.48,Standard,Prepaid,VIP,AmazonLogistics,High,Clear,35,37.2,2.2,No,NDR_Pending,4
ORD004200,2026-01-21,Hyderabad,TG,West,5.8,0.67,Express,Prepaid,Returning,AmazonLogistics,Severe,Clear,16,20.8,4.8,No,Delivered,5
ORD004201,2026-02-07,Kochi,KL,North,10.0,1.27,Standard,Prepaid,VIP,BlueDart,Medium,Clear,21,21.5,0.5,No,Delivered,4
ORD004202,2026-01-30,Coimbatore,TN,West,15.3,0.61,Standard,Prepaid,New,AmazonLogistics,Low,Rain,35,38.9,3.9,No,Delivered,4
ORD004203,2026-01-19,Kolkata,WB,Central,10.7,0.53,Express,Prepaid,VIP,EcomExpress,Low,Clear,13,16.7,3.7,No,Delivered,5
ORD004204,2026-02-20,Delhi,DL,North,0.6,1.6,Standard,Prepaid,Returning,Shadowfax,High,Clear,37,39.1,2.1,No,Delivered,4
ORD004205,2026-02-13,Chennai,TN,South,11.0,2.24,Express,Prepaid,New,Delhivery,Medium,Clear,18,22.5,4.5,No,Delivered,5
ORD004206,2026-02-23,Bhopal,MP,South,11.7,0.54,SameDay,Prepaid,Returning,BlueDart,Medium,Clear,6,8.9,2.9,No,Delivered,4
ORD004207,2025-12-27,Gurgaon,HR,North,16.3,1.96,Standard,Prepaid,New,Shadowfax,Medium,Rain,26,28.6,2.6,No,Delivered,4
ORD004208,2026-01-03,Gurgaon,HR,South,6.5,1.1,Standard,Prepaid,New,Delhivery,Medium,Fog,17,20.1,3.1,No,Delivered,3
ORD004209,2025-12-13,Hyderabad,TG,West,8.1,0.29,SameDay,Prepaid,VIP,Shadowfax,High,Clear,8,12.7,4.7,No,Delivered,4
